stems,words,sufix,freq
tyyrypy,tyyrypyrykõ,rykõ,18144
tom,tomarykõ,arykõ,2397
e,esarykõ,sarykõ,263
m,mato,ato,2346
xirik,xirikuato,uato,390
xiri,xirikuato,kuato,342
xir,xirikuato,ikuato,342
xi,xirikuato,rikuato,342
exike,exiketõ,tõ,6374
exik,exiketõ,etõ,5818
exi,exiketõ,ketõ,5818
pyt,pytaketõ,aketõ,483
atamore,atamorepaketõ,paketõ,87
atamor,atamorepaketõ,epaketõ,65
urut,urutõkomo,õkomo,4406
koki,kokipõkomo,põkomo,2704
jerusar,jerusarẽpõkomo,ẽpõkomo,378
eh,ehtoko,toko,17591
oky,okynã,nã,1250
tyris,tyrisenã,enã,666
tyri,tyrisenã,senã,666
enur,enurusenã,usenã,90
enu,enurusenã,rusenã,90
en,enurusenã,urusenã,90
ju,juteu,teu,2522
j,juteu,uteu,2035
ãpur,ãpuruhpyry,uhpyry,1602
ãpu,ãpuruhpyry,ruhpyry,1238
tyky,tykyryry,ryry,333
tyk,tykyryry,yryry,321
ty,tykyryry,kyryry,201
en,enease,ease,499
e,enease,nease,499
ynan,ynanenease,enease,121
yna,ynanenease,nenease,100
tõ,tõnuhse,nuhse,195
t,tõnuhse,õnuhse,182
to,tomase,mase,6106
tõsenu,tõsenuhmase,hmase,3600
to,toahmase,ahmase,760
to,tokahmase,kahmase,215
noe,noehno,hno,3823
no,noehno,ehno,1788
n,noehno,oehno,153
yna,ynanoehno,noehno,27
yn,ynanoehno,anoehno,27
x,xiaro,iaro,294
ek,ekure,ure,6267
pore,porehme,hme,25089
ekarot,ekarotohme,ohme,19943
ekaro,ekarotohme,tohme,19610
atatapo,atatapoitohme,itohme,923
ty,tyritohme,ritohme,184
ne,nekaro,karo,3845
m,mokaro,okaro,3710
rihp,rihpõkõ,õkõ,8033
rih,rihpõkõ,põkõ,4841
ri,rihpõkõ,hpõkõ,654
ãmorep,ãmorepahpõkõ,ahpõkõ,325
kerekere,kerekeremahpõkõ,mahpõkõ,156
o,omiry,miry,5249
amorep,amoreparyke,aryke,2527
e,etaryke,taryke,1592
kutu,kutuisarykõ,isarykõ,87
ãpiakator,ãpiakatorỹ,ỹ,2072
po,popỹ,pỹ,2061
im,imepỹ,epỹ,1761
i,imepỹ,mepỹ,1754
ẽmeh,ẽmehsasa,sa,1019
tu,tuisa,isa,797
t,tuisa,uisa,575
o,oexiryke,exiryke,3717
tyrisen,tyrisenãme,ãme,3870
emeta,emetakãme,kãme,368
emet,emetakãme,akãme,368
m,myakãme,yakãme,323
y,ymyakãme,myakãme,50
jerusar,jerusarẽpõkõ,ẽpõkõ,288
jerusa,jerusarẽpõkõ,rẽpõkõ,288
jerus,jerusarẽpõkõ,arẽpõkõ,288
otur,oturuketõ,uketõ,1170
otu,oturuketõ,ruketõ,1170
ot,oturuketõ,uruketõ,1170
tyk,tykohmase,ohmase,611
ty,tykohmase,kohmase,528
kur,kurãkomo,ãkomo,1917
12,12mãkomo,mãkomo,1468
set,setimãkomo,imãkomo,104
m,moeze,oeze,1759
jom,jomihpyry,ihpyry,4245
jo,jomihpyry,mihpyry,2006
oeh,oehnõ,nõ,14161
oe,oehnõ,hnõ,9680
o,oehnõ,ehnõ,9495
ẽ,ẽmehnõ,mehnõ,9487
p,panõ,anõ,2882
eraxima,eraximananõ,nanõ,2448
eraxim,eraximananõ,ananõ,1181
amore,amorepananõ,pananõ,288
amor,amorepananõ,epananõ,253
oehtohk,oehtohkõme,õme,17968
oehtoh,oehtohkõme,kõme,14459
oes,oesẽkõme,ẽkõme,1521
oe,oesẽkõme,sẽkõme,1521
o,oesẽkõme,esẽkõme,1091
tone,tonepose,pose,7476
tõtur,tõturupose,upose,1482
tõtu,tõturupose,rupose,1482
tõt,tõturupose,urupose,1482
tyme,tymerose,rose,5522
tym,tymerose,erose,2400
ty,tymerose,merose,2400
t,tymerose,ymerose,2400
tui,tuisame,same,1188
tu,tuisame,isame,1120
t,tuisame,uisame,1120
okynah,okynahkopyra,kopyra,830
oehn,oehnõko,õko,21085
a,arõko,rõko,3082
ek,ekarõko,arõko,2452
e,ekarõko,karõko,2422
os,osekarõko,ekarõko,581
m,matose,atose,19372
pi,pitiko,tiko,1038
p,pitiko,itiko,1030
o,oesarykõ,esarykõ,123
e,esẽme,sẽme,1511
ur,urutõ,utõ,135
u,urutõ,rutõ,135
nekar,nekarohpyry,ohpyry,7602
neka,nekarohpyry,rohpyry,4472
otur,oturutohme,utohme,706
otu,oturutohme,rutohme,699
tũ,tũtara,tara,1760
tyr,tyrohse,ohse,3742
manymya,manymyatohse,tohse,111
manymy,manymyatohse,atohse,111
myt,mytoatohse,oatohse,34
t,tuaro,uaro,2864
tar,taropose,opose,1194
ta,taropose,ropose,1148
t,taropose,aropose,904
imynyhmap,imynyhmapotoko,otoko,1399
y,ytotoko,totoko,484
et,etatoko,atoko,4464
e,etatoko,tatoko,2046
ox,oxitatoko,itatoko,145
t,tonese,onese,1218
sy,sytatose,tatose,6420
mosenuhm,mosenuhmatatose,atatose,166
y,ywy,wy,1096
a,aytory,ytory,563
ty,tyrise,rise,1878
t,tyrise,yrise,1800
ajo,ajohpe,hpe,2298
aj,ajohpe,ohpe,2216
a,ajohpe,johpe,1943
opo,opoeto,eto,343
op,opoeto,oeto,310
amore,amorepary,pary,1138
et,etapary,apary,440
e,etapary,tapary,440
aytoryk,aytorykohtao,ohtao,6164
aytory,aytorykohtao,kohtao,3949
aytor,aytorykohtao,ykohtao,3043
tyyryp,tyyrypyrykõ,yrykõ,11375
tyyry,tyyrypyrykõ,pyrykõ,10206
onyri,onyrihpyrykõ,hpyrykõ,2117
ynymero,ynymeropohpyry,pohpyry,2060
itamu,itamurume,rume,2698
itam,itamurume,urume,2669
a,apurume,purume,53
esemaz,esemazupurume,upurume,39
tui,tuisary,sary,1579
typi,typipohse,pohse,285
tot,totypohse,ypohse,86
to,totypohse,typohse,72
myhtok,myhtokoxi,oxi,1361
myhto,myhtokoxi,koxi,1212
k,kakoxi,akoxi,423
topo,topozakoxi,zakoxi,188
top,topozakoxi,ozakoxi,188
tãk,tãkye,ye,3366
tã,tãkye,kye,1771
t,tãkye,ãkye,1723
epehp,epehpyryme,yryme,7726
yrony,yronymyryme,myryme,1842
yron,yronymyryme,ymyryme,1830
tyrohsem,tyrohsemyi,yi,1321
ta,tapyi,pyi,1054
t,tapyi,apyi,1050
ãpia,ãpiaka,ka,8938
ãpi,ãpiaka,aka,7995
t,tyse,yse,280
kasa,kasanao,nao,275
õkur,õkurukõ,ukõ,2140
õku,õkurukõ,rukõ,1888
õk,õkurukõ,urukõ,1888
toseku,tosekumurukõ,murukõ,773
tosek,tosekumurukõ,umurukõ,96
ty,tyrohse,rohse,1170
typ,typorohse,orohse,961
ty,typorohse,porohse,954
typa,typataka,taka,2015
typ,typataka,ataka,1028
ty,typataka,pataka,933
itamurumeh,itamurumehxo,xo,5515
itamurume,itamurumehxo,hxo,5433
itamurum,itamurumehxo,ehxo,3892
itamuru,itamurumehxo,mehxo,2983
k,katohme,atohme,5357
kur,kurãkõ,ãkõ,5445
ku,kurãkõ,rãkõ,506
apak,apakarãkõ,arãkõ,19
apa,apakarãkõ,karãkõ,19
ap,apakarãkõ,akarãkõ,19
tynekar,tynekarorykõ,orykõ,1554
tyneka,tynekarorykõ,rorykõ,433
tynek,tynekarorykõ,arorykõ,352
t,touse,ouse,87
ekar,ekarotohme,otohme,4025
eka,ekarotohme,rotohme,1391
sout,soutatu,atu,1830
ixta,ixtaratu,ratu,359
ixt,ixtaratu,aratu,352
ix,ixtaratu,taratu,304
i,ixtaratu,xtaratu,304
ose,osehko,hko,1450
os,osehko,ehko,894
tynekaror,tynekarorykõme,ykõme,1832
tynekaro,tynekarorykõme,rykõme,1742
tynekar,tynekarorykõme,orykõme,321
ese,esetykõ,tykõ,362
es,esetykõ,etykõ,232
tõse,tõsenetykõ,netykõ,10
tõs,tõsenetykõ,enetykõ,10
sene,senetase,tase,2873
t,totase,otase,830
e,ehtoko,htoko,9713
eset,esetykomo,ykomo,911
ese,esetykomo,tykomo,21
es,esetykomo,etykomo,21
myakã,myakãma,ma,583
seker,sekerema,ema,356
o,osema,sema,270
ẽmehsa,ẽmehsasaka,saka,1429
t,tosaka,osaka,174
oehtop,oehtopõpyrykõ,õpyrykõ,1933
kirizor,kirizoritu,itu,598
e,ejitu,jitu,125
ton,tonepose,epose,582
to,tonepose,nepose,582
tõs,tõsenepose,enepose,310
o,owõko,wõko,110
jo,joroko,roko,2859
eta,etapatoko,patoko,224
eka,ekaroto,roto,1923
m,moroto,oroto,1915
motu,motuhtatose,htatose,57
a,awahtao,wahtao,5236
koh,kohmã,mã,1051
ypor,yporemã,emã,155
ypo,yporemã,remã,39
os,oseremã,eremã,22
mi,mireremã,reremã,8
m,mireremã,ireremã,8
zu,zupĩko,pĩko,153
z,zupĩko,upĩko,147
amore,amorepatohme,patohme,981
tõxim,tõximõse,õse,1075
to,towõse,wõse,293
t,towõse,owõse,288
moror,mororomero,omero,69
moro,mororomero,romero,57
mor,mororomero,oromero,57
tõsek,tõsekarose,arose,2919
ty,tykyry,kyry,2169
toor,toorikyry,ikyry,809
too,toorikyry,rikyry,809
pa,panõkõ,nõkõ,401
typo,typoenõkõ,enõkõ,212
typ,typoenõkõ,oenõkõ,212
ty,typoenõkõ,poenõkõ,212
sekeremana,sekeremananomo,nomo,3771
sekereman,sekeremananomo,anomo,1020
sekerema,sekeremananomo,nanomo,1020
hnam,hnamõnanomo,õnanomo,11
mi,mikeu,keu,75
z,zakeu,akeu,50
epery,eperytãko,tãko,1253
x,xitãko,itãko,178
onena,onenahpyra,hpyra,11507
zetũk,zetũkehpyra,ehpyra,4926
zetũ,zetũkehpyra,kehpyra,3996
toor,toorihse,ihse,1521
too,toorihse,rihse,1512
to,toorihse,orihse,1488
t,toorihse,oorihse,1488
ere,eremia,mia,32
er,eremia,emia,21
e,eremia,remia,21
o,oeremia,eremia,21
poeto,poetohti,hti,347
poet,poetohti,ohti,347
poe,poetohti,tohti,347
po,poetohti,etohti,347
p,poetohti,oetohti,347
por,porehme,ehme,1573
po,porehme,rehme,1387
p,porehme,orehme,1379
imũ,imũkuhpyry,kuhpyry,41
ezemer,ezemerau,au,107
ezeme,ezemerau,rau,20
ezem,ezemerau,erau,6
a,akerau,kerau,6
tyrohs,tyrohsemy,emy,837
tyroh,tyrohsemy,semy,726
t,toytory,oytory,207
jo,jomi,mi,1128
j,jomi,omi,88
zama,zamarea,rea,599
kar,karirea,irea,441
ka,karirea,rirea,441
k,karirea,arirea,441
se,sezare,zare,96
n,nazare,azare,72
rok,rokene,ene,5202
ro,rokene,kene,3692
ra,rahkene,hkene,1169
r,rahkene,ahkene,1169
zu,zupõme,põme,242
nazar,nazarepõme,epõme,10
naza,nazarepõme,repõme,10
naz,nazarepõme,arepõme,10
k,kane,ane,2259
zemizemi,zemizemikane,kane,1357
takarara,takararahkane,hkane,624
ẽpur,ẽpurihkane,ihkane,140
ẽpu,ẽpurihkane,rihkane,140
tõsekarop,tõsekaropitose,itose,428
tõsekaro,tõsekaropitose,pitose,428
tokahm,tokahmapitose,apitose,170
e,esao,sao,239
p,pore,ore,479
y,ypore,pore,451
o,oturũko,turũko,756
kue,kuesẽkõ,sẽkõ,2655
ku,kuesẽkõ,esẽkõ,2379
k,kuesẽkõ,uesẽkõ,2247
ẽmehs,ẽmehsasaka,asaka,599
ẽmeh,ẽmehsasaka,sasaka,593
ẽme,ẽmehsasaka,hsasaka,312
na,naeroro,eroro,4644
n,naeroro,aeroro,4637
myakã,myakãmary,mary,2349
es,esemary,emary,429
e,esemary,semary,109
apo,apoitoko,itoko,720
ty,tyritoko,ritoko,560
t,tyritoko,yritoko,560
enetup,enetupuhtoko,uhtoko,1346
enetu,enetupuhtoko,puhtoko,1164
tyyr,tyyrypyrykõ,ypyrykõ,5658
imynyhma,imynyhmapotoko,potoko,464
imynyhm,imynyhmapotoko,apotoko,185
to,topohme,pohme,210
t,topohme,opohme,210
ayay,ayaytotohme,totohme,809
okuro,okurohtaka,htaka,354
okur,okurohtaka,ohtaka,346
oku,okurohtaka,rohtaka,346
ty,tyja,ja,260
iz,izaja,aja,211
i,izaja,zaja,195
akor,akorony,ony,154
a,apony,pony,33
z,zupony,upony,18
kan,kaneru,eru,1687
kono,konomeru,meru,150
k,kameru,ameru,54
m,moty,oty,256
onah,onahpoty,poty,153
map,maparu,aru,347
ka,kawaru,waru,186
k,kawaru,awaru,186
om,omõto,õto,1682
ko,konõto,nõto,1674
k,konõto,onõto,1674
z,zumo,umo,67
ona,onahpoty,hpoty,118
maparuka,maparukawa,wa,379
maparuk,maparukawa,awa,220
y,yrawa,rawa,5
kue,kuesẽ,sẽ,1564
zahk,zahkasẽ,asẽ,118
zah,zahkasẽ,kasẽ,75
s,samo,amo,2601
zamar,zamareary,eary,18
zama,zamareary,reary,18
zam,zamareary,areary,18
za,zamareary,mareary,18
p,pyno,yno,3809
o,okyno,kyno,155
e,exixi,xixi,12
to,toexixi,exixi,12
sato,satoni,ni,42
z,zẽni,ẽni,4
mũ,mũkurume,kurume,824
e,eukurume,ukurume,40
t,tooehse,ooehse,1939
a,aomiry,omiry,1650
pat,patapõkõ,apõkõ,1544
raotis,raotiseapõkõ,eapõkõ,217
ju,juteapõkõ,teapõkõ,63
jo,joatão,atão,92
j,joatão,oatão,78
ehp,ehpiõkõ,iõkõ,14
eh,ehpiõkõ,piõkõ,14
e,ehpiõkõ,hpiõkõ,14
tõse,tõsekarose,karose,2033
t,tokarose,okarose,1784
oehto,oehtohkõme,hkõme,8611
oeht,oehtohkõme,ohkõme,8611
oeh,oehtohkõme,tohkõme,8587
tupux,tupuxihkase,ihkase,498
tõpu,tõpurihkase,rihkase,362
nak,nakuaka,uaka,286
pari,parixeu,xeu,784
par,parixeu,ixeu,784
pa,parixeu,rixeu,784
p,parixeu,arixeu,784
o,oseu,seu,138
sat,satuseu,useu,126
sa,satuseu,tuseu,126
s,satuseu,atuseu,126
ypoe,ypoenõme,nõme,1551
apiakan,apiakananõme,anõme,615
apiaka,apiakananõme,nanõme,615
apiak,apiakananõme,ananõme,385
kukur,kukurãkary,ãkary,589
ẽse,ẽsemãkary,mãkary,45
ẽs,ẽsemãkary,emãkary,45
